accountid  ,oybaccountid,jobid      ,listid     ,batchid    ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,eventdate              ,domain                                                                                                                          ,isunique,triggerersenddefinitionobjectid     ,triggeredsendcustomerkey            
  555555555,   555555555,      20919,        340,       5035,    38343528,38343528@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,55C656DE-F849-42B0-B864-C2ABF2F5584E
  555555555,   555555555,      20919,        340,      14001,     4573682,4573682@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,DEAC0D6D-78E4-40D0-B69C-C07B38B151EF
  555555555,   555555555,      19648,        340,      38804,    37271049,37271049@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:53:00.000,devsutd.com                                                                                                                     ,       1,C50132CF-36F3-EC11-B83A-48DF37E41F4C,5EB496FC-76E9-4CD3-9B12-5C4FA1A73C63
  555555555,   555555555,      19701,        340,        390,    43751870,43751870@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,CD06E440-07F3-EC11-B83A-48DF37E41F4C,9A085E7D-AB3C-4FB6-B9F5-C51B6D1C5B88
  555555555,   555555555,      19701,        340,        288,    43218644,43218644@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,CD06E440-07F3-EC11-B83A-48DF37E41F4C,6F5E9ED9-9269-4788-8356-2FEDAC02D149
  555555555,   555555555,      19661,        340,      18332,    43755422,43755422@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       0,AB0564BA-2DF3-EC11-B83A-48DF37E41F4C,9594257C-97B8-44CF-A9DF-4C2E21AD1C56
  555555555,   555555555,      19702,        340,       1855,    18371655,18371655@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,77881D2C-6DC4-4D6F-8D7D-883CA5BDDC7A
  555555555,   555555555,      19702,        340,       1858,    43765837,43765837@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,F507D08A-A1D0-4059-93EC-778AC334DB15
  555555555,   555555555,      19702,        340,       1844,    38238133,38238133@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,59718D46-22B8-487C-A3BC-057379B68154
  555555555,   555555555,      19702,        340,       1846,    43582561,43582561@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,B9A4CF5D-783C-40E1-9643-7E787D635BE1
  555555555,   555555555,      19702,        340,       1852,    37996279,37996279@aol.com                                                                                                                                                                                                                                              ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,D4B6B1FD-70CA-4743-9D1B-F38E387B2E8C
  555555555,   555555555,      19702,        340,       1625,    43377174,43377174@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,DBFCFDBD-417C-462F-8B8E-F16F5D08F611
  555555555,   555555555,      19702,        340,       1628,    43443444,43443444@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,189BF900-CE1C-42DC-9B0B-07DD6F8410BB
  555555555,   555555555,      19702,        340,       1637,    43576104,43576104@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,5A90CD11-50EF-40AC-B8BD-5448EB4CB5CE
  555555555,   555555555,      19702,        340,       1582,    43459274,43459274@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,E759C62F-B67E-449A-87A4-34E859973CE8
  555555555,   555555555,      20920,        340,       3020,    37823183,37823183@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,FBF85008-7204-4272-9215-16D9D465759E
  555555555,   555555555,      20903,        340,      24001,     7361894,7361894@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,7813CA71-A71A-4006-89E2-9BD1B0F033F8
  555555555,   555555555,      20903,        340,      30016,    37434691,37434691@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,9DC71CC4-C957-4254-8E56-EAACFCA8F351
  555555555,   555555555,      20905,        340,       6027,    37387779,37387779@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,9EB1DCDA-63DE-461D-9FC1-5E2193A85077
  555555555,   555555555,      20904,        340,      29002,     8270077,8270077@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,1EA9A89A-987A-43EC-87F4-800B16673EA1
  555555555,   555555555,      20906,        340,      17079,    37902539,37902539@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,DE9D9DE9-0FF0-48E8-94F6-1D66AE10A3D6
  555555555,   555555555,      20907,        340,       7047,    35376580,35376580@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C642F3E5-C65E-45EE-AA5A-BB0E7906BBEE
  555555555,   555555555,      20892,        340,       1010,    34357372,34357372@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,92E52BF5-5045-4AC2-9E21-FB05A66AB3BE
  555555555,   555555555,      19704,        340,      42195,    32225520,32225520@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,519F1281-06F3-EC11-B83A-48DF37E41F4C,9C6B9270-F9D8-443E-8266-56B21F33B983
  555555555,   555555555,      19709,        340,       1472,     6489289,6489289@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,2301859A-5B43-ED11-B841-48DF37E41D3A,0DF82527-7F83-4EE8-BA1C-DDC1D202EDA6
  555555555,   555555555,      20001,        340,        446,    42421437,42421437@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:52:00.000,devsutd.com                                                                                                                     ,       1,335F09A1-604A-ED11-B841-48DF37E41D3A,D173869B-ADD7-40CA-9ACB-C311E97F77F9
  555555555,   555555555,      20919,        340,         31,    38169027,38169027@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 00:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,723A6559-7BB5-47C8-8F2D-71F4E98298FA
  555555555,   555555555,      20924,        340,       6011,    34431445,34431445@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,5D3EE629-AAD1-40B7-85F4-A67C7D9F1316
  555555555,   555555555,      20924,        340,      26015,    35960953,35960953@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:52:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,74521366-DC98-4CEE-8F5A-CB812FF4980A
  555555555,   555555555,      19649,        340,      28216,    32859574,32859574@YAHOO.COM                                                                                                                                                                                                                                            ,2022-10-31 00:52:00.000,devsutd.com                                                                                                                     ,       1,EE84A2B6-36F3-EC11-B83A-48DF37E41F4C,45DD466E-80F9-4CBA-9EF1-F648D8C0202F
  555555555,   555555555,      19661,        340,      18862,     9896439,9896439@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 00:52:00.000,devsutd.com                                                                                                                     ,       1,AB0564BA-2DF3-EC11-B83A-48DF37E41F4C,F70CAC84-B3AC-4B2F-9581-48158C5401AA
  555555555,   555555555,      19661,        340,      19561,    43874107,43874107@comcast.net                                                                                                                                                                                                                                          ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,AB0564BA-2DF3-EC11-B83A-48DF37E41F4C,6CF44845-5FE1-43BB-BA46-A2EA2494ECCE
  555555555,   555555555,      19661,        340,      19457,     7470019,7470019@HOTMAIL.COM                                                                                                                                                                                                                                           ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,AB0564BA-2DF3-EC11-B83A-48DF37E41F4C,BFC7D9B9-0E3D-4D51-8D30-16089D33C486
  555555555,   555555555,      19704,        340,      30241,    35890387,35890387@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,519F1281-06F3-EC11-B83A-48DF37E41F4C,51824657-6DF0-4195-8B1E-04F6C44BF1F5
  555555555,   555555555,      19702,        340,       1481,    32260864,32260864@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,F4C1DF15-FED0-48A8-86EF-E36ABE4C80C0
  555555555,   555555555,      19702,        340,       1756,    27816214,27816214@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,13A8DD0D-CE5A-40FA-992A-51144A9D3CF9
  555555555,   555555555,      19702,        340,       1773,    28147379,28147379@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,C8315E90-D242-4BD2-9B0C-02FAE6591740
  555555555,   555555555,      19702,        340,       1780,    43594467,43594467@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,2AE3047F-E7E2-4347-9C14-1A0684E5D682
  555555555,   555555555,      19702,        340,       1843,     9402534,9402534@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,235FCC3E-0DEF-49E8-850E-488058A959C2
  555555555,   555555555,      19633,        340,      21049,    15321434,15321434@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       0,2F4F29D6-5FF3-EC11-B83A-48DF37E41F4C,F3283303-2145-414F-9426-F4FFA8CB3804
  555555555,   555555555,      20906,        340,      30231,    39047297,39047297@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,62062FDB-63F4-4317-8EE3-B171F08FAC67
  555555555,   555555555,      20906,        340,         93,    39648967,39648967@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,BE691A3E-DE84-4003-B163-1B6EB5C3F1B6
  555555555,   555555555,      20906,        340,      19018,    28898873,28898873@icloud.com                                                                                                                                                                                                                                           ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,D350289E-B1F4-4E30-8E2D-A71DEA57EAA7
  555555555,   555555555,      20904,        340,      26001,     7650977,7650977@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,A14EBD14-05E4-4735-BABA-CDCCE234FD2E
  555555555,   555555555,      20904,        340,       5001,     3527645,3527645@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,64F22BAB-6E85-43F8-8A9E-50F81ED2510A
  555555555,   555555555,      20904,        340,          2,     4422889,4422889@gmail.com                                                                                                                                                                                                                                             ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,97642FC0-4A30-4E83-AD0F-159D14099A0E
  555555555,   555555555,      20905,        340,      27039,    37814540,37814540@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,CCE58111-792D-41CE-BCA4-819A1A8707C6
  555555555,   555555555,      20905,        340,      24021,    37124345,37124345@aol.com                                                                                                                                                                                                                                              ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,4BF6FFD3-055C-4F87-B989-09FED0609F00
  555555555,   555555555,      20905,        340,      23021,    36784155,36784155@aol.com                                                                                                                                                                                                                                              ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,588190E3-B9A9-4118-8E5F-FBEF7325EFD4
  555555555,   555555555,      20905,        340,      18041,    38085854,38085854@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       0,<null>                              ,494E9E2E-0769-4E24-B99C-0D54BDC25C00
  555555555,   555555555,      20905,        340,       2033,    37596388,37596388@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,FF84E91C-42BB-484A-8A42-B499C0A536EC
  555555555,   555555555,      20905,        340,      13028,    37893939,37893939@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,DE123158-38B3-49D4-A17B-96F41A71D041
  555555555,   555555555,      20905,        340,      14034,    37784044,37784044@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,0D93DA67-BCF3-4866-BF89-887EBCC7E390
  555555555,   555555555,      20902,        340,      31031,    42660520,42660520@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,1C875D91-BDBC-4BBF-B918-F9DBCC63DBA0
  555555555,   555555555,      20902,        340,      28067,    42709418,42709418@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,E277C4E9-CA67-4729-9935-CE4D8FAB6EEB
  555555555,   555555555,      20902,        340,      21022,    33644395,33644395@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C280A547-5546-432C-B792-1554315DFBB5
  555555555,   555555555,      20902,        340,      12034,    42575476,42575476@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,E46F507A-1E36-44A4-9CC6-D71CC24A6C04
  555555555,   555555555,      20762,        340,      21004,    10188510,10188510@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,646E1FD3-2BC8-4897-BC36-30563088C72E
  555555555,   555555555,      20811,        340,       4005,    42834029,42834029@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,D2525DBA-CF70-4143-8E99-35B653B2B84B
  555555555,   555555555,      19704,        340,      42196,    12091263,12091263@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:51:00.000,devsutd.com                                                                                                                     ,       1,519F1281-06F3-EC11-B83A-48DF37E41F4C,784206E6-6852-4ED7-9749-A5541433EA3B
  555555555,   555555555,      20927,        340,      27034,    38337431,38337431@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 00:51:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,3ADD515A-872B-4B88-AEC1-AE5892B14853
  555555555,   555555555,      19648,        340,      38846,    34695167,34695167@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 00:51:00.000,devsutd.com                                                                                                                     ,       1,C50132CF-36F3-EC11-B83A-48DF37E41F4C,061D36B3-45D7-40C5-9A52-99ABE38469B8
  555555555,   555555555,      19702,        340,       1072,    36533408,36533408@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 00:51:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,4661E516-ADF9-4A67-BDD5-5C400DB9B6F1
  555555555,   555555555,      19702,        340,       1672,    41066006,41066006@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,B6145341-2349-4E1F-B023-542A9FA28643
  555555555,   555555555,      19702,        340,       1748,    37379071,37379071@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,03B5991D-C442-41D5-8C3F-FAEC9C74A389
  555555555,   555555555,      19702,        340,       1183,    37776414,37776414@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,3D13B919-EC1C-43A1-9908-5C46A7D9B1B8
  555555555,   555555555,      19702,        340,       1622,    40872240,40872240@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,77CFA43B-6D38-44B0-B6F6-C6B6CE58285C
  555555555,   555555555,      19702,        340,       1601,    43457314,43457314@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       0,5D385D21-07F3-EC11-B83A-48DF37E41F4C,18D51895-AD3E-4C46-B722-73661E47E9ED
  555555555,   555555555,      19702,        340,       1803,    35891208,35891208@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,5D385D21-07F3-EC11-B83A-48DF37E41F4C,C694CBAB-AE8E-46B7-8145-B66C746AF144
  555555555,   555555555,      19704,        340,      16427,    33249889,33249889@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       0,519F1281-06F3-EC11-B83A-48DF37E41F4C,5488A343-1B7A-4556-81D3-302443A50EE7
  555555555,   555555555,      19701,        340,        120,    36966981,36966981@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,CD06E440-07F3-EC11-B83A-48DF37E41F4C,CF925B3F-F955-4F87-BAA8-C31E1CECC8C9
  555555555,   555555555,      19664,        340,      12161,    38338928,38338928@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,702145CD-2CF3-EC11-B83A-48DF37E41F4C,BEF36560-6907-4D05-8AFE-DB34766DACF0
  555555555,   555555555,      19648,        340,      24767,    41914143,41914143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,C50132CF-36F3-EC11-B83A-48DF37E41F4C,4C167D08-C042-4508-B46E-EF82668C4B2F
  555555555,   555555555,      20924,        340,         13,    36070419,36070419@gmail.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,FD2E0903-E20F-400C-9779-A8EB8F6F6B0B
  555555555,   555555555,      20924,        340,      14029,    38082762,38082762@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,594B4BD3-D9CD-43F8-AB6B-3C68CCB1219A
  555555555,   555555555,      20913,        340,      21183,    39440281,39440281@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,C1AEA8E8-E45C-4F93-BE88-14F56B6FE876
  555555555,   555555555,      20902,        340,       6073,    43751444,43751444@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 12:50:00.000,devsutd.com                                                                                                                     ,       1,<null>                              ,89C9176D-FB8D-4641-90B1-91748E656261

(286 rows affected)
