channelid                                                                                                                       ,contactid           ,contactkey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,addressid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,isactive,createddate            ,modifieddate           
35CD028A-7C5F-4F98-A674-90500D3832FA                                                                                            ,            36407512,36407512@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,27A34AA9-5AAD-459B-B1F2-5E23A51D5DC9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
DA27F0C0-61F8-4F5B-AEE7-DE7112D982D7                                                                                            ,            34713696,34713696@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,76DDC125-F805-411E-9FDB-8D87C3F514D7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
381CAEB8-A178-4C55-A31C-252A40010947                                                                                            ,            38225386,38225386@icloud.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,616D5E60-A48A-4DCB-B6D5-86A091A6717C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
069D65B0-DA44-4457-B5A5-D7BD1AE132E2                                                                                            ,            38106904,38106904@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,FE1365D3-4A56-413D-8F43-C5410501333B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
1A5A9D59-4644-497C-93C6-66F967638D4A                                                                                            ,            36670778,36670778@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,AE4B7E4E-E675-4364-8E69-BE627124D8FF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
AF594ED3-7E6A-46A7-B0FA-A8B851B7DB9E                                                                                            ,            37766820,37766820@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,185E93E0-4FCF-4D76-B600-8BFA3DF2B728                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
8F35B786-716E-4AC0-83D7-101C3FFBE00D                                                                                            ,             8773427,8773427@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,0F4AD011-6538-48A1-BAF8-A9F4C0CD452D                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
069575C8-7FE1-4AE8-9173-595A0F38B688                                                                                            ,             8273286,8273286@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,EFE7BE5A-9BA8-4F24-BF4B-F2E67A4FEFB3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
DB36611A-3174-45D7-9093-688D1EA66812                                                                                            ,            36694366,36694366@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,6095F6A5-8551-4BBF-8E30-59E0DAF75F23                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:57:00.000,2022-10-31 12:57:00.000
2DB383B5-0FD3-4E7F-B25F-8823CF861665                                                                                            ,            36850919,36850919@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,8B899769-4761-4FA0-A655-DBAB414F5503                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:57:00.000,2022-10-31 00:57:00.000
A0F9F1C6-B803-4EAC-A7AA-2C2F62BD54E1                                                                                            ,            35795514,35795514@aol.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2E0E5C90-E2F1-4F3B-A773-7451CBA40C42                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:57:00.000,2022-10-31 00:57:00.000
31FE4C4C-5076-491C-B8F3-70456D40FAF7                                                                                            ,            37865324,37865324@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,CE1261E5-C85B-4DDD-9408-C050AF1DC7D1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:57:00.000,2022-10-31 00:57:00.000
1DAA60DE-FAB4-4958-B3F7-994AED96C5BC                                                                                            ,            37100463,37100463@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2308510B-0EA1-4AD2-8A06-085DD79C9727                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:57:00.000,2022-10-31 00:57:00.000
CCBBD9EE-EBCF-4330-BA77-9B44325A8DB0                                                                                            ,            35167201,35167201@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,05F15437-340C-4972-8642-8BDE4A78399F                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
16F4FAE9-7390-4F51-BD64-A92F9D69159E                                                                                            ,            43347016,43347016@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,F75F178D-0C46-4F61-A48B-05F4C4E36286                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
A7B54D31-BDCF-47F0-9370-9C84A8CA886D                                                                                            ,            36660616,36660616@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,881458E2-1EDB-4D71-8426-01E57023EE05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
F0A523A6-E85D-4DBD-9D47-5F5B89ABF26D                                                                                            ,            43635325,43635325@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,D0B89130-A88A-420E-BBE7-1B59ECFE26EA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
EE0B6D12-1506-402E-AED4-E3561048411A                                                                                            ,            43468841,43468841@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,89F36FD3-EBF9-4996-89AC-818730286564                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
63FA2604-0F3C-4AEF-B458-76E9325BDAF1                                                                                            ,            34965361,34965361@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,742615FA-E639-4D09-9CF3-7C93C1CDD578                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
750ADA6E-7933-4EE3-A4FC-823FE40C0544                                                                                            ,            39172593,39172593@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,00B09971-F6AD-40EF-A806-12F3579138CA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
C4F249C7-6AD1-4721-9B55-AB20CBA39665                                                                                            ,            42582923,42582923@icloud.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,00729DC4-8977-41EC-841C-1B963000E6C9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
5E31A402-2A4E-4E84-B378-1F2D93565DFF                                                                                            ,            37555338,37555338@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,CE252290-16C4-4D0E-9A6E-7A47A9A27C2E                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
C062B197-93EC-4E9D-AE9A-B56E5E1A23AC                                                                                            ,            37978568,37978568@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,EA0D25B8-01E8-4026-915F-91769F560B52                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
E5DB69AF-96DE-4AB2-AB27-7544833272D2                                                                                            ,            37489618,37489618@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,8552A20B-3FBE-4ABD-AD3C-CAB25D5EB602                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
8B42C4F9-D43F-44B4-8566-1C3E80BD8E12                                                                                            ,            37280701,37280701@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,7338D338-F174-4E7E-A183-44D1F8C83474                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
60A86F7C-D9DE-43DB-957F-15D2A73A313A                                                                                            ,            35152804,35152804@hotmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,90F9A244-4D2D-4681-B4C3-8AECE104A5F7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
A3E293DA-C58C-40EA-9AAC-BA1E6026AB98                                                                                            ,            37795716,37795716@aol.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2EA7D512-2D2F-4818-B0D5-1D94A8ED5004                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
4D789FDB-FA6F-4CD1-8640-B34A3A4659D1                                                                                            ,            35607419,35607419@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,C96D8154-932C-49FD-B6DD-46475B1FBC6A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
4F606552-FEAB-42AF-9129-48D7C14BA629                                                                                            ,            42744328,42744328@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,1F561669-DA28-40A8-A137-0439CFC1B313                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
232414F4-F115-450B-B27B-48757D5620AB                                                                                            ,            43583172,43583172@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,C9095B21-7C25-4376-BCD5-8F0710FB043B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
27C28655-A6F9-4398-BAEB-10B1B55B7B26                                                                                            ,            13743472,13743472@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,1C7CE102-4AF1-45BA-9E36-F5D0740ECA8D                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
9B809881-0E67-4266-A83E-67864E82D6BA                                                                                            ,             3286061,3286061@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,E8CAA1C3-9D53-489A-B82E-7A5F6459286E                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:56:00.000,2022-10-31 12:56:00.000
68005C72-717D-4942-ABCF-9ACDDF6EFFD8                                                                                            ,            42537832,42537832@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,BD8C080C-20DB-48AE-85ED-962A2DF9FBFE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:56:00.000,2022-10-31 00:56:00.000
F5603B71-700B-40BC-BFBA-B277EA4E43C5                                                                                            ,            30571840,30571840@icloud.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,BB0718DE-1C71-4F88-AF87-36087D48CA1B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:56:00.000,2022-10-31 00:56:00.000
EBE78B0B-3618-4C56-8C70-1CE7107D9DD3                                                                                            ,            41917347,41917347@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,9D973AEE-923C-44B5-A8FA-043C82434944                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 00:56:00.000,2022-10-31 00:56:00.000
5E643570-D6A1-4AFB-B324-88C7CA2877DC                                                                                            ,            39227656,39227656@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,6F838B65-1469-4488-8A1E-7E785BA3849E                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:55:00.000,2022-10-31 12:55:00.000
6CF5CCFE-22CB-4F26-9218-F85B6787607B                                                                                            ,            34943835,34943835@gmail.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,4497C513-EBB5-4F79-959E-9E4F7E2F2C83                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:55:00.000,2022-10-31 12:55:00.000
2EA8B27C-0D13-4216-9CF7-A50B3830986C                                                                                            ,             6053227,6053227@yahoo.com                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,8C8DEE2D-B32E-44B2-9E5E-86E558CB4A07                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       1,2022-10-31 12:55:00.000,2022-10-31 12:55:00.000
