accountid  ,oybaccountid,jobid               ,listid     ,batchid             ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,eventdate              ,isunique,domain                                                                                                                          
  555555555,   555555556,               20635,        340,                4142,    37558437,37558437@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 03:59:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               31063,    37584685,37584685@aol.com                                                                                                                                                                                                                                              ,2022-10-30 15:40:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20911,        340,               20016,    34770034,34770034@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:17:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20893,        340,                8013,    34770034,34770034@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:17:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20927,        340,               28012,    34770034,34770034@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20920,        340,               25010,    34770034,34770034@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               22093,    35850795,35850795@comcast.net                                                                                                                                                                                                                                          ,2022-10-30 15:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               21058,    35850795,35850795@comcast.net                                                                                                                                                                                                                                          ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18766,        340,                1081,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18577,        340,               17049,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18993,        340,               16097,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19418,        340,               24111,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19780,        340,                2105,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19014,        340,               30073,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:11:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18873,        340,               11072,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19002,        340,               14098,    37974205,37974205@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               15065,    38610226,38610226@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 15:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20927,        340,               14002,     7113093,7113093@COMCAST.NET                                                                                                                                                                                                                                           ,2022-10-30 15:08:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20817,        340,               27201,    39409232,39409232@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:56:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,                7007,     8837395,8837395@yahoo.com                                                                                                                                                                                                                                             ,2022-10-30 14:55:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               17224,    40172871,40172871@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:53:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20926,        340,                7007,    21689117,21689117@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:48:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20919,        340,               27006,    21689117,21689117@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:48:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19644,        340,               26829,    43604338,43604338@live.com                                                                                                                                                                                                                                             ,2022-10-30 14:43:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19632,        340,               27616,    43575115,43575115@aol.com                                                                                                                                                                                                                                              ,2022-10-30 14:37:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20927,        340,               23009,    34373439,34373439@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 14:29:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20639,        340,                7035,    38058064,38058064@aol.com                                                                                                                                                                                                                                              ,2022-10-30 14:18:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19013,        340,               27034,    36228143,36228143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19017,        340,                1036,    36228143,36228143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19005,        340,               20054,    36228143,36228143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19018,        340,               18041,    36228143,36228143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18994,        340,                  31,    36228143,36228143@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20926,        340,               27031,    38027828,38027828@aol.com                                                                                                                                                                                                                                              ,2022-10-30 14:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20927,        340,               15016,    35603817,35603817@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 14:05:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20817,        340,               12036,    34567787,34567787@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 14:02:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20922,        340,               11072,    42744306,42744306@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 13:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20920,        340,               24031,    38029344,38029344@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 13:49:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20919,        340,                1031,    37883483,37883483@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 13:47:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               16110,    37522467,37522467@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 13:32:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20922,        340,                1043,    40770318,40770318@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 13:23:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20922,        340,               12070,    43477457,43477457@hotmail.com                                                                                                                                                                                                                                          ,2022-10-30 13:18:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               25099,    38070246,38070246@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 13:15:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20923,        340,               10101,    36585320,36585320@yahoo.com                                                                                                                                                                                                                                            ,2022-10-30 13:05:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               26187,    39589949,39589949@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 12:58:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20911,        340,               25010,    34910577,34910577@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 12:08:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               30029,    30579621,30579621@aol.com                                                                                                                                                                                                                                              ,2022-10-29 12:04:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20912,        340,               16025,    37321541,37321541@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:50:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               23060,    36482804,36482804@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:49:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20909,        340,               22040,    42396758,42396758@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20909,        340,                4018,    33281063,33281063@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 11:36:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20910,        340,               30006,    27269230,27269230@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 11:34:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               30029,    30527404,30527404@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:33:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               23155,    39179741,39179741@aol.com                                                                                                                                                                                                                                              ,2022-10-29 11:31:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20909,        340,                1076,    43287163,43287163@live.com                                                                                                                                                                                                                                             ,2022-10-29 11:30:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20911,        340,                7007,    12542945,12542945@HOTMAIL.COM                                                                                                                                                                                                                                          ,2022-10-29 11:23:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20911,        340,               13018,    36998685,36998685@aol.com                                                                                                                                                                                                                                              ,2022-10-29 11:23:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,                4145,    38773200,38773200@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:22:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20909,        340,               18045,    42757532,42757532@gmail.com                                                                                                                                                                                                                                            ,2022-10-29 11:21:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               26124,    38343331,38343331@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:21:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20632,        340,               31036,    37509178,37509178@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 23:15:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               11008,     8922686,8922686@yahoo.com                                                                                                                                                                                                                                             ,2022-10-29 11:15:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20910,        340,               30036,    38117983,38117983@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:15:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,                9006,     8662804,8662804@aol.com                                                                                                                                                                                                                                               ,2022-10-29 11:14:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20016,        340,                9128,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               17114,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20817,        340,               26165,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20141,        340,               28122,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19893,        340,               26155,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20635,        340,               18158,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20912,        340,               14019,    36537884,36537884@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 10:58:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20794,        340,                  64,    43542260,43542260@aol.com                                                                                                                                                                                                                                              ,2022-10-29 10:52:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,                 117,    38528440,38528440@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,               31175,    38405996,38405996@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20875,        340,               12009,    34683227,34683227@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:37:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20911,        340,                3024,    38271539,38271539@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 22:35:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20893,        340,               21033,    38271539,38271539@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 22:34:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20910,        340,                7020,    35752861,35752861@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:31:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20909,        340,                1026,    33699469,33699469@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:22:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20811,        340,                3007,    42849463,42849463@comcast.net                                                                                                                                                                                                                                          ,2022-10-29 10:15:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19704,        340,               34164,    43543924,43543924@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:02:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20636,        340,               12089,    36279623,36279623@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 21:46:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18439,        340,               20235,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:42:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18577,        340,                7208,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:40:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18766,        340,               27200,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:39:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19649,        340,               25134,    42172914,42172914@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 09:34:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19648,        340,               26660,    42172914,42172914@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 09:34:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19002,        340,                9139,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:34:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19014,        340,               11123,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:34:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20815,        340,                1024,    35798410,35798410@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 09:33:00.000,       1,devsutd.com                                                                                                                     
