businessunitid      ,subscriberid        ,subscriberkey                                                                                                                                                                                                                                                 ,unsubdateutc           ,unsubreason                                                                                         
           555555555,             1624344,1624344@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:25:00.000,Unsubscribed via Import                                                                             
           555555555,             1624358,1624358@comcast.net                                                                                                                                                                                                                                           ,2022-09-27 23:41:00.000,Unsubscribed via Import                                                                             
           555555555,             1624408,1624408@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:42:00.000,Unsubscribed via Import                                                                             
           555555555,             1624424,1624424@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:18:00.000,Unsubscribed via Import                                                                             
           555555555,             1624438,1624438@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:47:00.000,Unsubscribed via Import                                                                             
           555555555,             1624459,1624459@gmail.com                                                                                                                                                                                                                                             ,2023-02-20 15:42:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1624468,1624468@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1624490,1624490@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:55:00.000,Unsubscribed via Import                                                                             
           555555555,             1624499,1624499@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:35:00.000,Unsubscribed via Import                                                                             
           555555555,             1624520,1624520@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1624525,1624525@gmail.com                                                                                                                                                                                                                                             ,2022-12-06 18:35:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1624539,1624539@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:25:00.000,Unsubscribed via Import                                                                             
           555555555,             1624562,1624562@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1624651,1624651@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1624666,1624666@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:46:00.000,Unsubscribed via Import                                                                             
           555555555,             1624687,1624687@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1624698,1624698@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1624741,1624741@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1624836,1624836@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1624951,1624951@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:41:00.000,Unsubscribed via Import                                                                             
           555555555,             1625256,1625256@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:53:00.000,Unsubscribed via Import                                                                             
           555555555,             1625344,1625344@live.com                                                                                                                                                                                                                                              ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1625590,1625590@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:47:00.000,Unsubscribed via Import                                                                             
           555555555,             1625733,1625733@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1625751,1625751@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:41:00.000,Unsubscribed via Import                                                                             
           555555555,             1625958,1625958@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1626358,1626358@gmail.com                                                                                                                                                                                                                                             ,2022-11-07 23:17:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1626403,1626403@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1626464,1626464@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1626471,1626471@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1626475,1626475@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1626481,1626481@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1626520,1626520@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1626552,1626552@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1626564,1626564@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1626621,1626621@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:16:00.000,Unsubscribed via Import                                                                             
           555555555,             1626688,1626688@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:11:00.000,Unsubscribed via Import                                                                             
           555555555,             1626690,1626690@gmail.com                                                                                                                                                                                                                                             ,2022-11-10 02:37:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1626697,1626697@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1626717,1626717@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1626720,1626720@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1626764,1626764@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1626772,1626772@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1626788,1626788@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:36:00.000,Unsubscribed via Import                                                                             
           555555555,             1626825,1626825@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:15:00.000,Unsubscribed via Import                                                                             
           555555555,             1626876,1626876@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:37:00.000,Unsubscribed via Import                                                                             
           555555555,             1626904,1626904@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1626916,1626916@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1626917,1626917@comcast.net                                                                                                                                                                                                                                           ,2022-09-28 00:16:00.000,Unsubscribed via Import                                                                             
           555555555,             1626928,1626928@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:03:00.000,Unsubscribed via Import                                                                             
           555555555,             1626960,1626960@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1626963,1626963@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1626979,1626979@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:07:00.000,Unsubscribed via Import                                                                             
           555555555,             1626988,1626988@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:46:00.000,Unsubscribed via Import                                                                             
           555555555,             1627019,1627019@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1627033,1627033@Gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:16:00.000,Unsubscribed via Import                                                                             
           555555555,             1627036,1627036@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1627076,1627076@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:48:00.000,Unsubscribed via Import                                                                             
           555555555,             1627086,1627086@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:15:00.000,Unsubscribed via Import                                                                             
           555555555,             1627115,1627115@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:03:00.000,Unsubscribed via Import                                                                             
           555555555,             1627128,1627128@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1627130,1627130@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:11:00.000,Unsubscribed via Import                                                                             
           555555555,             1627151,1627151@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:22:00.000,Unsubscribed via Import                                                                             
           555555555,             1627168,1627168@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1627196,1627196@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1627257,1627257@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:39:00.000,Unsubscribed via Import                                                                             
           555555555,             1627266,1627266@gmail.com                                                                                                                                                                                                                                             ,2023-01-31 01:41:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1627270,1627270@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1627281,1627281@yahoo.com                                                                                                                                                                                                                                             ,2022-10-10 05:39:00.000,Unsubscribed by subscriber edit API call.                                                           
           555555555,             1627316,1627316@icloud.com                                                                                                                                                                                                                                            ,2022-09-27 23:40:00.000,Unsubscribed via Import                                                                             
           555555555,             1627322,1627322@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1627329,1627329@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1627377,1627377@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:22:00.000,Unsubscribed via Import                                                                             
           555555555,             1627755,1627755@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1628572,1628572@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:04:00.000,Unsubscribed via Import                                                                             
           555555555,             1628594,1628594@aol.com                                                                                                                                                                                                                                               ,2022-10-11 17:05:00.000,Unsubscribed from the Subscription Center                                                           
           555555555,             1628658,1628658@live.com                                                                                                                                                                                                                                              ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1628897,1628897@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:16:00.000,Unsubscribed via Import                                                                             
           555555555,             1635262,1635262@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1635279,1635279@icloud.com                                                                                                                                                                                                                                            ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1635282,1635282@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1635292,1635292@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1635294,1635294@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1635339,1635339@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:52:00.000,Unsubscribed via Import                                                                             
           555555555,             1635370,1635370@Hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1635371,1635371@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1635386,1635386@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:46:00.000,Unsubscribed via Import                                                                             
           555555555,             1635402,1635402@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1635411,1635411@comcast.net                                                                                                                                                                                                                                           ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1635424,1635424@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:11:00.000,Unsubscribed via Import                                                                             
           555555555,             1635436,1635436@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1635440,1635440@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1635462,1635462@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1635542,1635542@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1635549,1635549@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1635555,1635555@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:02:00.000,Unsubscribed via Import                                                                             
           555555555,             1635616,1635616@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1635637,1635637@comcast.net                                                                                                                                                                                                                                           ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1635714,1635714@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:21:00.000,Unsubscribed via Import                                                                             
           555555555,             1635726,1635726@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1635730,1635730@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:35:00.000,Unsubscribed via Import                                                                             
           555555555,             1635731,1635731@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:07:00.000,Unsubscribed via Import                                                                             
           555555555,             1635767,1635767@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1635768,1635768@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1635793,1635793@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:35:00.000,Unsubscribed via Import                                                                             
           555555555,             1635837,1635837@gmail.com                                                                                                                                                                                                                                             ,2023-02-04 15:06:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1635838,1635838@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
