accountid  ,oybaccountid,jobid      ,listid     ,batchid    ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,transactiontime        ,domain                                                                                                                          ,isunique,triggerersenddefinitionobjectid                                                                                                                                                                                                                                ,triggeredsendcustomerkey            
  555555555,   555555556,      19893,        340,      26155,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,devsutd.com                                                                                                                     ,       1,38826716                                                                                                                                                                                                                                                       ,9AEF02CE-6AA6-474A-86EE-BB98EC6BDFE1
  555555555,   555555556,      20635,        340,      18158,    38826716,38826716@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 11:10:00.000,devsutd.com                                                                                                                     ,       1,38826716                                                                                                                                                                                                                                                       ,430F8D87-C77C-4836-A5CE-329EE8607B32
  555555555,   555555556,      20912,        340,      14019,    36537884,36537884@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 10:58:00.000,devsutd.com                                                                                                                     ,       1,36537884                                                                                                                                                                                                                                                       ,C57B84D9-FC1E-400A-950A-401DE0E033CC
  555555555,   555555556,      20794,        340,         64,    43542260,43542260@aol.com                                                                                                                                                                                                                                              ,2022-10-29 10:52:00.000,devsutd.com                                                                                                                     ,       1,43542260                                                                                                                                                                                                                                                       ,A1D48C44-89D6-462E-BCFB-167DD74066FD
  555555555,   555555556,      20913,        340,        117,    38528440,38528440@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:44:00.000,devsutd.com                                                                                                                     ,       1,38528440                                                                                                                                                                                                                                                       ,46BCE107-A914-43DD-9A09-2A08BD190DFC
  555555555,   555555556,      20913,        340,      31175,    38405996,38405996@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:44:00.000,devsutd.com                                                                                                                     ,       1,38405996                                                                                                                                                                                                                                                       ,EB829321-226A-467F-B54F-FB7BE553B25A
  555555555,   555555556,      20875,        340,      12009,    34683227,34683227@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:37:00.000,devsutd.com                                                                                                                     ,       1,34683227                                                                                                                                                                                                                                                       ,18D4C280-EF61-48B9-849B-4E12B9691F5D
  555555555,   555555556,      20911,        340,       3024,    38271539,38271539@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 22:35:00.000,devsutd.com                                                                                                                     ,       1,38271539                                                                                                                                                                                                                                                       ,AA108414-75E6-4663-BE8E-03BE798DD65E
  555555555,   555555556,      20893,        340,      21033,    38271539,38271539@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 22:34:00.000,devsutd.com                                                                                                                     ,       1,38271539                                                                                                                                                                                                                                                       ,E9A06563-3492-4FDE-8AA7-797A30E184EE
  555555555,   555555556,      20910,        340,       7020,    35752861,35752861@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:31:00.000,devsutd.com                                                                                                                     ,       1,35752861                                                                                                                                                                                                                                                       ,3286F206-380B-4C2A-8D3A-06FB7859A864
  555555555,   555555556,      20909,        340,       1026,    33699469,33699469@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:22:00.000,devsutd.com                                                                                                                     ,       1,33699469                                                                                                                                                                                                                                                       ,2E01515F-D074-4823-88C4-60665E823AB5
  555555555,   555555556,      20811,        340,       3007,    42849463,42849463@comcast.net                                                                                                                                                                                                                                          ,2022-10-29 10:15:00.000,devsutd.com                                                                                                                     ,       1,42849463                                                                                                                                                                                                                                                       ,EDD5F7D1-C8DC-4F42-B7D6-56A4D0155F85
  555555555,   555555556,      19704,        340,      34164,    43543924,43543924@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 10:02:00.000,devsutd.com                                                                                                                     ,       1,43543924                                                                                                                                                                                                                                                       ,332684B7-FAA2-415C-9962-C0FE42F85B34
  555555555,   555555556,      20636,        340,      12089,    36279623,36279623@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 21:46:00.000,devsutd.com                                                                                                                     ,       1,36279623                                                                                                                                                                                                                                                       ,29976123-8EC1-4E89-8089-91300849CD3E
  555555555,   555555556,      18439,        340,      20235,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:42:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,757AE50A-C2F6-431E-B7FB-F11D4A6C856A
  555555555,   555555556,      18577,        340,       7208,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:40:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,24809288-F95F-44C6-862E-6B0C32B22E31
  555555555,   555555556,      18766,        340,      27200,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:39:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,A81813B6-4EC9-40D5-A163-9321DE9FAD8A
  555555555,   555555556,      19649,        340,      25134,    42172914,42172914@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 09:34:00.000,devsutd.com                                                                                                                     ,       1,42172914                                                                                                                                                                                                                                                       ,60B72DA5-814B-418B-8DDC-F68176CD3C02
  555555555,   555555556,      19648,        340,      26660,    42172914,42172914@hotmail.com                                                                                                                                                                                                                                          ,2022-10-29 09:34:00.000,devsutd.com                                                                                                                     ,       1,42172914                                                                                                                                                                                                                                                       ,9A8E2290-B5C3-4BA6-AA49-55A8B69532D0
  555555555,   555555556,      19002,        340,       9139,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:34:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,0CAB01C8-F008-46A8-9D67-027AEBAC9F5F
  555555555,   555555556,      19014,        340,      11123,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:34:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,69CA35DD-61E2-4AA1-8D3B-9AFE59467918
  555555555,   555555556,      20815,        340,       1024,    35798410,35798410@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 09:33:00.000,devsutd.com                                                                                                                     ,       1,35798410                                                                                                                                                                                                                                                       ,A1844308-81EF-4A49-B625-1861CE020251
  555555555,   555555556,      19267,        340,      29154,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:32:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,43C9DFC7-37BB-46B7-8888-AED9B6C32B41
  555555555,   555555556,      19537,        340,       1023,    35798410,35798410@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 09:32:00.000,devsutd.com                                                                                                                     ,       1,35798410                                                                                                                                                                                                                                                       ,A9DAD8DC-6B38-4E69-A2D0-BBF03D20A259
  555555555,   555555556,      20912,        340,      22003,     9689298,9689298@yahoo.com                                                                                                                                                                                                                                             ,2022-10-29 21:27:00.000,devsutd.com                                                                                                                     ,       1,9689298                                                                                                                                                                                                                                                        ,749EFA2E-09D1-41F4-B54D-866D943BAFB1
  555555555,   555555556,      19418,        340,      21171,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:27:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,F2C1E765-11A2-47C7-B4EC-0A44F7E56F24
  555555555,   555555556,      19780,        340,       4115,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:26:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,CF1708EC-7CCF-4FE4-8363-68D8EBCE5B86
  555555555,   555555556,      19704,        340,      34056,    43542112,43542112@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 09:26:00.000,devsutd.com                                                                                                                     ,       1,43542112                                                                                                                                                                                                                                                       ,FF7C85E3-C0E7-4236-9735-22410A80926E
  555555555,   555555556,      19893,        340,      13102,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:25:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,8E50CC70-497D-41AA-980E-0A59387FD0BE
  555555555,   555555556,      20016,        340,      16169,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:24:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,8B6919DE-49AE-4047-B556-5D3D8EC1AC4E
  555555555,   555555556,      20141,        340,      25245,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:23:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,CF4B5622-10FD-40F3-9677-4259F3CE7224
  555555555,   555555556,      20817,        340,        164,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:21:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,2C84870A-219C-4EDF-B35E-F84C7465FFF4
  555555555,   555555556,      20635,        340,        212,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:21:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,FDC12A78-D048-4BD7-915B-02463D7E1C60
  555555555,   555555556,      19604,        340,      19183,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:19:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,21535D5F-2E04-4ECA-A3EC-B34708C62CB0
  555555555,   555555556,      19854,        340,      28181,    39313259,39313259@aol.com                                                                                                                                                                                                                                              ,2022-10-29 09:19:00.000,devsutd.com                                                                                                                     ,       1,39313259                                                                                                                                                                                                                                                       ,4347CE81-6681-4F01-AA09-B895B42B06ED
  555555555,   555555556,      20928,        340,      25010,    34667085,34667085@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 21:15:00.000,devsutd.com                                                                                                                     ,       1,34667085                                                                                                                                                                                                                                                       ,D5AFF2E6-8322-4AE9-8FB1-EAD4933BA556
  555555555,   555555556,      20637,        340,      25046,    35136249,35136249@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 21:15:00.000,devsutd.com                                                                                                                     ,       1,35136249                                                                                                                                                                                                                                                       ,836A0F9A-D1C6-4860-9560-64111735C91B
  555555555,   555555556,      20911,        340,      20046,    37753383,37753383@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:53:00.000,devsutd.com                                                                                                                     ,       1,37753383                                                                                                                                                                                                                                                       ,AF19EB11-894B-417D-A3CA-0F5CE9B07ECA
  555555555,   555555556,      20893,        340,      13023,    37753383,37753383@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:53:00.000,devsutd.com                                                                                                                     ,       1,37753383                                                                                                                                                                                                                                                       ,7F436220-838F-4D6F-AD8E-9E806E44BE21
  555555555,   555555556,      19267,        340,       7210,    39690055,39690055@aol.com                                                                                                                                                                                                                                              ,2022-10-29 08:51:00.000,devsutd.com                                                                                                                     ,       1,39690055                                                                                                                                                                                                                                                       ,0190BA6B-3164-496B-8DD3-4E5E685AF3B3
  555555555,   555555556,      20636,        340,       2057,    39327969,39327969@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:48:00.000,devsutd.com                                                                                                                     ,       1,39327969                                                                                                                                                                                                                                                       ,11B46D32-A2F6-4BAA-B65B-84FA0A01674D
  555555555,   555555556,      19649,        340,      33558,    43044935,43044935@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:48:00.000,devsutd.com                                                                                                                     ,       1,43044935                                                                                                                                                                                                                                                       ,626D0860-85A8-478B-8E35-BE556C1376B3
  555555555,   555555556,      19649,        340,      33558,    43044935,43044935@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:48:00.000,devsutd.com                                                                                                                     ,       0,43044935                                                                                                                                                                                                                                                       ,4906C27C-2CFD-4128-B262-A0246C4F6DFA
  555555555,   555555556,      19854,        340,      23018,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:40:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,49BF5578-9548-4854-9D3C-DA1CA2504E18
  555555555,   555555556,      19604,        340,      10011,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:40:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,B7AAB765-A72A-4A5C-9F73-7F5EA1B5A71C
  555555555,   555555556,      19893,        340,      14015,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:40:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,181840FA-C846-47EB-87CD-6F44B43FBD3B
  555555555,   555555556,      20016,        340,       6015,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:39:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,96346322-A948-44E5-9C5A-E5BBD602E4C0
  555555555,   555555556,      20141,        340,      19018,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:39:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,333B413D-1972-4714-9A1E-8ADD162D750A
  555555555,   555555556,      20817,        340,       3017,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:39:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,198A5871-C6C6-4B78-A833-9AF6315150A1
  555555555,   555555556,      20635,        340,       5015,    12429294,12429294@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 08:39:00.000,devsutd.com                                                                                                                     ,       1,12429294                                                                                                                                                                                                                                                       ,E142FF37-05F5-444C-956E-4595919292C2
  555555555,   555555556,      20874,        340,      12007,    34515068,34515068@aol.com                                                                                                                                                                                                                                              ,2022-10-29 08:39:00.000,devsutd.com                                                                                                                     ,       1,34515068                                                                                                                                                                                                                                                       ,9BFB0EEE-B048-4AD3-AAAF-6242C8F0B449
  555555555,   555555556,      20813,        340,       8008,    34515068,34515068@aol.com                                                                                                                                                                                                                                              ,2022-10-29 08:38:00.000,devsutd.com                                                                                                                     ,       1,34515068                                                                                                                                                                                                                                                       ,62BFFC74-8DFC-42CE-8944-344B5905DA7B
  555555555,   555555556,      20819,        340,      24011,    34515068,34515068@aol.com                                                                                                                                                                                                                                              ,2022-10-29 08:38:00.000,devsutd.com                                                                                                                     ,       1,34515068                                                                                                                                                                                                                                                       ,0A704D31-B359-4962-BADB-531486E7180D
  555555555,   555555556,      20632,        340,       6032,    38186268,38186268@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:34:00.000,devsutd.com                                                                                                                     ,       1,38186268                                                                                                                                                                                                                                                       ,DD483EAC-3246-425F-AE1C-C2B9CE104A44
  555555555,   555555556,      20639,        340,      22017,    38186268,38186268@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:34:00.000,devsutd.com                                                                                                                     ,       1,38186268                                                                                                                                                                                                                                                       ,4D492FF6-3B4F-4635-91F5-CD6189F32AD0
  555555555,   555555556,      20813,        340,      14038,    38186268,38186268@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:34:00.000,devsutd.com                                                                                                                     ,       1,38186268                                                                                                                                                                                                                                                       ,E9DAD966-706A-4C94-A56F-6CBDB520054D
  555555555,   555555556,      20874,        340,      10028,    38186268,38186268@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:34:00.000,devsutd.com                                                                                                                     ,       1,38186268                                                                                                                                                                                                                                                       ,94509C6F-AC53-4C73-B8D1-9481FB247C30
  555555555,   555555556,      20761,        340,       8038,    38186268,38186268@yahoo.com                                                                                                                                                                                                                                            ,2022-10-29 20:34:00.000,devsutd.com                                                                                                                     ,       1,38186268                                                                                                                                                                                                                                                       ,FA57AE2F-06A0-4BE2-8A06-AFB2A0775E43
